timestamp,open,high,low,close,volume
2025-10-27 13:25:00+05:30,226.66,226.78,226.55,226.66,4366
2025-10-27 13:30:00+05:30,226.66,226.85,226.66,226.78,8055
2025-10-27 13:35:00+05:30,226.7,226.95,226.63,226.93,15870
2025-10-27 13:40:00+05:30,226.84,227.48,226.81,227.32,12150
2025-10-27 13:45:00+05:30,227.35,227.35,226.71,227.0,14653
2025-10-27 13:50:00+05:30,227.0,227.29,226.85,227.1,12252
2025-10-27 13:55:00+05:30,227.23,227.23,226.88,226.88,17349
2025-10-27 14:00:00+05:30,227.01,227.19,227.0,227.06,2876
2025-10-27 14:05:00+05:30,227.1,227.1,226.95,226.97,6869
2025-10-27 14:10:00+05:30,226.97,226.97,226.8,226.83,4552
2025-10-27 14:15:00+05:30,226.83,227.14,226.81,227.0,11601
2025-10-27 14:20:00+05:30,227.0,227.44,226.86,227.36,16313
2025-10-27 14:25:00+05:30,227.36,228.13,227.36,227.93,47881
2025-10-27 14:30:00+05:30,227.98,228.2,227.75,227.75,28922
2025-10-27 14:35:00+05:30,227.75,227.86,227.64,227.65,10981
2025-10-27 14:40:00+05:30,227.67,227.68,227.37,227.5,10311
2025-10-27 14:45:00+05:30,227.46,227.58,227.14,227.18,10167
2025-10-27 14:50:00+05:30,227.21,227.36,227.05,227.15,19103
2025-10-27 14:55:00+05:30,227.1,227.15,227.0,227.07,16313
2025-10-27 15:00:00+05:30,227.07,227.15,226.8,226.89,32293
2025-10-27 15:05:00+05:30,226.85,226.94,226.77,226.84,28193
2025-10-27 15:10:00+05:30,226.84,226.96,226.6,226.74,64529
2025-10-27 15:15:00+05:30,226.71,227.15,226.7,227.05,82845
2025-10-27 15:20:00+05:30,227.0,227.45,226.94,227.34,71007
2025-10-27 15:25:00+05:30,227.25,227.43,227.25,227.25,42881
2025-10-28 09:15:00+05:30,227.5,227.84,226.86,227.2,60900
2025-10-28 09:20:00+05:30,227.2,227.79,226.5,227.33,48710
2025-10-28 09:25:00+05:30,227.4,227.61,227.25,227.44,33142
2025-10-28 09:30:00+05:30,227.5,228.14,227.45,228.1,55279
2025-10-28 09:35:00+05:30,228.04,228.71,227.93,228.08,54322
2025-10-28 09:40:00+05:30,228.17,228.68,228.0,228.04,27379
2025-10-28 09:45:00+05:30,228.05,228.28,227.45,227.5,18396
2025-10-28 09:50:00+05:30,227.5,227.7,227.46,227.46,25168
2025-10-28 09:55:00+05:30,227.5,227.55,227.21,227.43,28823
2025-10-28 10:00:00+05:30,227.4,227.65,227.1,227.1,30328
2025-10-28 10:05:00+05:30,227.25,227.25,226.6,226.6,33702
2025-10-28 10:10:00+05:30,226.6,226.61,226.3,226.5,38170
2025-10-28 10:15:00+05:30,226.49,226.63,226.35,226.55,11342
2025-10-28 10:20:00+05:30,226.5,226.83,226.43,226.6,12699
2025-10-28 10:25:00+05:30,226.53,226.75,226.36,226.47,13558
2025-10-28 10:30:00+05:30,226.44,227.21,226.2,227.0,24488
2025-10-28 10:35:00+05:30,227.0,227.13,226.42,226.42,11704
2025-10-28 10:40:00+05:30,226.57,226.57,226.4,226.41,5307
2025-10-28 10:45:00+05:30,226.54,227.05,226.54,226.91,10065
2025-10-28 10:50:00+05:30,226.9,226.98,226.31,226.31,9885
2025-10-28 10:55:00+05:30,226.38,226.61,226.02,226.31,13097
2025-10-28 11:00:00+05:30,226.36,226.53,226.31,226.35,2758
2025-10-28 11:05:00+05:30,226.34,226.43,226.04,226.1,9332
2025-10-28 11:10:00+05:30,226.07,226.3,225.85,226.22,42908
2025-10-28 11:15:00+05:30,226.23,226.35,226.01,226.26,4195
2025-10-28 11:20:00+05:30,226.25,226.29,226.1,226.14,7387
2025-10-28 11:25:00+05:30,226.2,226.98,225.85,225.89,149832
2025-10-28 11:30:00+05:30,225.93,226.1,224.99,225.85,318443
2025-10-28 11:35:00+05:30,225.85,226.34,225.69,225.97,197574
2025-10-28 11:40:00+05:30,225.98,226.46,225.5,226.06,90230
2025-10-28 11:45:00+05:30,226.06,226.97,226.06,226.71,73690
2025-10-28 11:50:00+05:30,226.83,226.91,226.7,226.7,8460
2025-10-28 11:55:00+05:30,226.71,226.83,226.31,226.43,45495
2025-10-28 12:00:00+05:30,226.38,226.5,226.26,226.3,10278
2025-10-28 12:05:00+05:30,226.26,226.29,225.9,226.16,19730
2025-10-28 12:10:00+05:30,226.07,226.69,226.01,226.52,19252
2025-10-28 12:15:00+05:30,226.46,228.3,226.46,228.3,111505
2025-10-28 12:20:00+05:30,228.22,228.49,228.01,228.18,42334
2025-10-28 12:25:00+05:30,228.04,228.08,227.6,227.84,26630
2025-10-28 12:30:00+05:30,227.78,227.99,227.61,227.62,10454
2025-10-28 12:35:00+05:30,227.7,228.5,227.58,228.34,93615
2025-10-28 12:40:00+05:30,228.35,228.38,228.02,228.31,10096
2025-10-28 12:45:00+05:30,228.3,228.5,227.73,227.8,68209
2025-10-28 12:50:00+05:30,227.8,227.84,227.65,227.78,7223
2025-10-28 12:55:00+05:30,227.68,227.68,227.3,227.52,37713
2025-10-28 13:00:00+05:30,227.58,227.6,227.11,227.2,19999
2025-10-28 13:05:00+05:30,227.21,227.39,227.0,227.24,14178
2025-10-28 13:10:00+05:30,227.24,227.3,227.09,227.14,15081
2025-10-28 13:15:00+05:30,227.21,227.21,227.02,227.11,3427
2025-10-28 13:20:00+05:30,227.1,227.21,227.01,227.04,4834
2025-10-28 13:25:00+05:30,227.04,227.19,227.0,227.1,9172
2025-10-28 13:30:00+05:30,227.1,227.1,226.88,226.98,7570
2025-10-28 13:35:00+05:30,226.9,226.9,226.72,226.82,4272
2025-10-28 13:40:00+05:30,226.75,226.75,226.25,226.25,25111
2025-10-28 13:45:00+05:30,226.37,226.59,226.17,226.26,25003
2025-10-28 13:50:00+05:30,226.27,226.3,226.05,226.15,4316
2025-10-28 13:55:00+05:30,226.14,226.15,225.82,226.09,24356
2025-10-28 14:00:00+05:30,226.09,226.09,225.64,225.7,14251
2025-10-28 14:05:00+05:30,225.74,226.29,225.66,225.86,79695
2025-10-28 14:10:00+05:30,225.86,225.88,225.11,225.57,50469
2025-10-28 14:15:00+05:30,225.6,225.65,225.31,225.4,14724
2025-10-28 14:20:00+05:30,225.36,225.46,225.21,225.35,10697
2025-10-28 14:25:00+05:30,225.35,225.5,225.09,225.5,27281
2025-10-28 14:30:00+05:30,225.53,225.74,225.5,225.72,13012
2025-10-28 14:35:00+05:30,225.69,225.69,225.31,225.49,12374
2025-10-28 14:40:00+05:30,225.37,225.49,224.51,224.8,50100
2025-10-28 14:45:00+05:30,224.86,225.0,224.81,224.81,13312
2025-10-28 14:50:00+05:30,224.81,224.95,224.68,224.87,18397
2025-10-28 14:55:00+05:30,224.84,225.3,224.75,225.19,15081
2025-10-28 15:00:00+05:30,225.15,225.8,225.15,225.79,70194
2025-10-28 15:05:00+05:30,225.75,225.95,225.52,225.65,47414
2025-10-28 15:10:00+05:30,225.62,226.0,225.51,225.95,81271
2025-10-28 15:15:00+05:30,225.87,225.95,225.36,225.67,63722
2025-10-28 15:20:00+05:30,225.6,226.05,225.52,226.0,94089
2025-10-28 15:25:00+05:30,226.0,227.05,226.0,226.2,129715
2025-10-29 09:15:00+05:30,226.9,227.2,225.2,225.94,151872
2025-10-29 09:20:00+05:30,225.94,226.0,224.9,225.85,86293
2025-10-29 09:25:00+05:30,225.81,226.85,225.79,226.68,72300
2025-10-29 09:30:00+05:30,226.68,227.14,226.53,226.68,54293
2025-10-29 09:35:00+05:30,226.6,226.75,226.2,226.3,28665
2025-10-29 09:40:00+05:30,226.22,226.4,226.0,226.3,27390
2025-10-29 09:45:00+05:30,226.25,226.5,226.0,226.24,12016
2025-10-29 09:50:00+05:30,226.29,226.5,226.09,226.25,28739
2025-10-29 09:55:00+05:30,226.39,227.13,226.39,226.67,31563
2025-10-29 10:00:00+05:30,226.76,226.8,226.58,226.71,11208
2025-10-29 10:05:00+05:30,226.6,228.4,226.59,227.6,134462
2025-10-29 10:10:00+05:30,227.62,228.36,227.54,228.27,38265
2025-10-29 10:15:00+05:30,228.35,229.33,227.91,228.12,118838
2025-10-29 10:20:00+05:30,228.29,230.39,228.2,230.2,222757
2025-10-29 10:25:00+05:30,230.2,231.79,230.05,230.55,418066
2025-10-29 10:30:00+05:30,230.56,231.52,230.45,230.98,152776
2025-10-29 10:35:00+05:30,230.98,231.14,230.59,230.9,64142
2025-10-29 10:40:00+05:30,230.82,231.49,230.56,230.96,127293
2025-10-29 10:45:00+05:30,230.9,231.8,230.79,231.65,112124
2025-10-29 10:50:00+05:30,231.75,231.9,231.25,231.8,80144
2025-10-29 10:55:00+05:30,231.8,232.7,231.73,232.66,437136
2025-10-29 11:00:00+05:30,232.49,232.93,232.11,232.5,332318
2025-10-29 11:05:00+05:30,232.5,232.88,231.68,231.7,147112
2025-10-29 11:10:00+05:30,231.65,231.82,231.19,231.4,121112
2025-10-29 11:15:00+05:30,231.4,231.87,231.36,231.68,58253
2025-10-29 11:20:00+05:30,231.65,232.2,231.61,232.1,40168
2025-10-29 11:25:00+05:30,232.11,233.95,232.11,233.56,389542
2025-10-29 11:30:00+05:30,233.7,233.7,232.3,232.45,129023
2025-10-29 11:35:00+05:30,232.45,232.84,232.25,232.47,53454
2025-10-29 11:40:00+05:30,232.47,232.95,232.2,232.32,53678
2025-10-29 11:45:00+05:30,232.34,232.54,232.1,232.32,42214
2025-10-29 11:50:00+05:30,232.33,232.37,232.02,232.15,32902
2025-10-29 11:55:00+05:30,232.1,232.7,232.0,232.29,89188
2025-10-29 12:00:00+05:30,232.41,233.2,232.4,233.1,82617
2025-10-29 12:05:00+05:30,233.1,233.2,232.64,233.01,41943
2025-10-29 12:10:00+05:30,232.99,233.02,232.53,232.8,24724
2025-10-29 12:15:00+05:30,232.73,232.9,232.63,232.9,29252
2025-10-29 12:20:00+05:30,232.84,233.0,232.8,232.91,30102
2025-10-29 12:25:00+05:30,232.91,233.23,232.79,232.87,43909
2025-10-29 12:30:00+05:30,232.87,233.09,232.78,232.8,25943
2025-10-29 12:35:00+05:30,232.81,233.37,232.8,233.1,77341
2025-10-29 12:40:00+05:30,233.07,233.24,232.91,232.91,24302
2025-10-29 12:45:00+05:30,232.95,232.95,232.21,232.38,39871
2025-10-29 12:50:00+05:30,232.39,232.54,232.1,232.34,26885
2025-10-29 12:55:00+05:30,232.39,232.62,232.34,232.62,19814
2025-10-29 13:00:00+05:30,232.61,232.94,232.5,232.82,18214
2025-10-29 13:05:00+05:30,232.83,233.19,232.67,233.1,32009
2025-10-29 13:10:00+05:30,233.1,233.15,232.87,232.97,26579
2025-10-29 13:15:00+05:30,232.88,233.3,232.7,232.95,88615
2025-10-29 13:20:00+05:30,233.0,233.1,232.75,232.75,36748
2025-10-29 13:25:00+05:30,232.75,233.2,232.71,232.89,51257
2025-10-29 13:30:00+05:30,232.89,233.2,232.89,233.05,27328
2025-10-29 13:35:00+05:30,233.05,233.2,232.81,232.87,25037
2025-10-29 13:40:00+05:30,232.99,233.11,232.81,232.85,21569
2025-10-29 13:45:00+05:30,232.85,233.2,232.55,232.76,45478
2025-10-29 13:50:00+05:30,232.66,233.28,232.65,232.99,58604
2025-10-29 13:55:00+05:30,232.99,233.2,232.8,233.0,24030
2025-10-29 14:00:00+05:30,233.08,233.4,232.9,233.18,72095
2025-10-29 14:05:00+05:30,233.13,233.87,233.13,233.75,121719
2025-10-29 14:10:00+05:30,233.75,233.79,233.47,233.57,40468
2025-10-29 14:15:00+05:30,233.57,233.9,233.36,233.9,147248
2025-10-29 14:20:00+05:30,233.89,234.0,233.62,233.86,118421
2025-10-29 14:25:00+05:30,233.93,234.5,233.85,234.39,221757
2025-10-29 14:30:00+05:30,234.39,234.45,233.86,234.15,105593
2025-10-29 14:35:00+05:30,234.05,235.0,233.83,234.86,299620
2025-10-29 14:40:00+05:30,234.9,236.7,234.56,236.44,856633
2025-10-29 14:45:00+05:30,236.44,236.52,235.32,235.32,323466
2025-10-29 14:50:00+05:30,235.45,235.7,234.78,235.1,198520
2025-10-29 14:55:00+05:30,235.1,235.85,235.08,235.51,200610
2025-10-29 15:00:00+05:30,235.6,235.77,235.17,235.17,91798
2025-10-29 15:05:00+05:30,235.25,235.85,235.17,235.57,159383
2025-10-29 15:10:00+05:30,235.57,235.96,235.35,235.73,215644
2025-10-29 15:15:00+05:30,235.73,236.0,235.6,235.86,292484
2025-10-29 15:20:00+05:30,235.9,236.0,235.4,235.42,198820
2025-10-29 15:25:00+05:30,235.44,236.0,235.22,235.9,278368
2025-10-30 09:15:00+05:30,235.66,236.18,233.83,235.0,345831
2025-10-30 09:20:00+05:30,235.0,235.6,234.61,235.1,83025
2025-10-30 09:25:00+05:30,235.03,235.1,234.45,234.91,78557
2025-10-30 09:30:00+05:30,234.99,235.31,234.58,234.68,130824
2025-10-30 09:35:00+05:30,234.6,234.9,234.42,234.51,50246
2025-10-30 09:40:00+05:30,234.58,234.6,234.1,234.33,36415
2025-10-30 09:45:00+05:30,234.32,234.59,234.05,234.3,33846
2025-10-30 09:50:00+05:30,234.3,234.59,233.83,233.83,28612
2025-10-30 09:55:00+05:30,233.83,233.88,233.4,233.57,43926
2025-10-30 10:00:00+05:30,233.53,234.25,233.5,233.94,64967
2025-10-30 10:05:00+05:30,233.88,234.44,233.88,233.98,31980
2025-10-30 10:10:00+05:30,233.95,234.1,233.81,234.1,17577
2025-10-30 10:15:00+05:30,234.1,234.99,234.07,234.6,44726
2025-10-30 10:20:00+05:30,234.65,235.18,234.42,234.9,37002
2025-10-30 10:25:00+05:30,234.9,234.9,234.33,234.54,16529
