timestamp,open,high,low,close,volume
2025-10-24 13:25:00+05:30,1930.2,1931.9,1928.2,1928.8,7026
2025-10-24 13:30:00+05:30,1928.9,1931.7,1922.2,1923.0,14683
2025-10-24 13:35:00+05:30,1922.7,1925.3,1921.6,1922.5,6836
2025-10-24 13:40:00+05:30,1922.9,1924.5,1921.6,1923.5,15058
2025-10-24 13:45:00+05:30,1923.5,1925.0,1922.6,1923.8,4473
2025-10-24 13:50:00+05:30,1923.8,1923.8,1920.0,1921.3,8065
2025-10-24 13:55:00+05:30,1921.3,1924.9,1920.2,1924.0,14580
2025-10-24 14:00:00+05:30,1924.8,1926.0,1922.0,1924.1,5894
2025-10-24 14:05:00+05:30,1923.3,1928.9,1922.6,1925.4,5871
2025-10-24 14:10:00+05:30,1925.4,1927.5,1924.8,1926.7,3981
2025-10-24 14:15:00+05:30,1926.6,1929.7,1926.5,1928.6,3639
2025-10-24 14:20:00+05:30,1928.9,1929.0,1926.0,1927.3,6336
2025-10-24 14:25:00+05:30,1927.6,1929.0,1927.4,1928.8,2289
2025-10-24 14:30:00+05:30,1928.7,1928.7,1925.2,1927.3,4364
2025-10-24 14:35:00+05:30,1927.1,1927.6,1924.5,1926.5,4489
2025-10-24 14:40:00+05:30,1926.5,1927.0,1923.8,1925.0,4864
2025-10-24 14:45:00+05:30,1924.8,1925.7,1923.1,1925.5,9507
2025-10-24 14:50:00+05:30,1925.5,1926.7,1924.5,1924.8,2921
2025-10-24 14:55:00+05:30,1924.8,1926.3,1924.5,1925.6,3733
2025-10-24 15:00:00+05:30,1925.6,1929.0,1925.6,1928.7,9209
2025-10-24 15:05:00+05:30,1928.7,1933.4,1928.7,1932.4,12122
2025-10-24 15:10:00+05:30,1932.4,1933.9,1930.5,1932.7,10609
2025-10-24 15:15:00+05:30,1932.3,1933.8,1931.7,1932.8,10657
2025-10-24 15:20:00+05:30,1932.8,1932.9,1930.6,1930.8,8738
2025-10-24 15:25:00+05:30,1930.7,1933.0,1928.6,1932.8,15622
2025-10-27 09:15:00+05:30,1938.0,1938.0,1929.0,1936.0,10889
2025-10-27 09:20:00+05:30,1936.0,1936.1,1930.0,1931.1,3251
2025-10-27 09:25:00+05:30,1931.2,1933.9,1931.0,1931.4,3076
2025-10-27 09:30:00+05:30,1931.7,1935.0,1931.2,1934.0,1392
2025-10-27 09:35:00+05:30,1933.2,1935.7,1933.0,1935.4,2256
2025-10-27 09:40:00+05:30,1935.9,1938.7,1934.6,1938.6,1264
2025-10-27 09:45:00+05:30,1938.3,1941.0,1936.5,1939.5,3839
2025-10-27 09:50:00+05:30,1939.4,1939.5,1933.6,1934.1,3608
2025-10-27 09:55:00+05:30,1934.1,1936.0,1933.7,1933.7,3289
2025-10-27 10:00:00+05:30,1933.7,1933.7,1932.0,1932.9,2406
2025-10-27 10:05:00+05:30,1932.5,1934.6,1932.0,1934.6,1166
2025-10-27 10:10:00+05:30,1934.6,1934.6,1928.2,1930.1,3099
2025-10-27 10:15:00+05:30,1929.9,1933.9,1929.9,1933.9,1769
2025-10-27 10:20:00+05:30,1934.4,1936.9,1934.0,1936.7,3102
2025-10-27 10:25:00+05:30,1936.7,1936.7,1932.5,1933.9,2993
2025-10-27 10:30:00+05:30,1933.0,1933.2,1930.0,1931.1,1759
2025-10-27 10:35:00+05:30,1931.1,1932.0,1930.5,1931.1,1249
2025-10-27 10:40:00+05:30,1931.8,1931.8,1929.3,1929.9,2276
2025-10-27 10:45:00+05:30,1929.9,1930.9,1929.3,1929.7,1848
2025-10-27 10:50:00+05:30,1929.3,1930.9,1929.3,1929.9,936
2025-10-27 10:55:00+05:30,1930.5,1930.7,1929.1,1930.6,1104
2025-10-27 11:00:00+05:30,1930.3,1931.3,1928.8,1929.6,3117
2025-10-27 11:05:00+05:30,1930.0,1931.7,1928.7,1929.3,1481
2025-10-27 11:10:00+05:30,1929.3,1929.8,1928.2,1928.9,1391
2025-10-27 11:15:00+05:30,1929.0,1931.8,1927.7,1929.3,3747
2025-10-27 11:20:00+05:30,1929.3,1930.5,1928.5,1929.5,1046
2025-10-27 11:25:00+05:30,1929.5,1929.5,1927.3,1928.8,2459
2025-10-27 11:30:00+05:30,1928.9,1928.9,1927.4,1927.5,1062
2025-10-27 11:35:00+05:30,1927.8,1927.8,1926.5,1926.6,1816
2025-10-27 11:40:00+05:30,1927.1,1927.8,1926.5,1926.8,1406
2025-10-27 11:45:00+05:30,1926.8,1930.0,1926.7,1927.5,5313
2025-10-27 11:50:00+05:30,1927.7,1930.0,1926.7,1928.6,2425
2025-10-27 11:55:00+05:30,1928.1,1930.2,1927.0,1930.2,6293
2025-10-27 12:00:00+05:30,1930.0,1930.7,1927.7,1928.0,2029
2025-10-27 12:05:00+05:30,1927.9,1930.0,1927.7,1929.4,1915
2025-10-27 12:10:00+05:30,1928.6,1928.6,1926.0,1926.9,3084
2025-10-27 12:15:00+05:30,1927.7,1929.5,1927.1,1927.1,2188
2025-10-27 12:20:00+05:30,1927.1,1928.4,1926.2,1926.2,3584
2025-10-27 12:25:00+05:30,1927.4,1927.8,1923.5,1924.7,4961
2025-10-27 12:30:00+05:30,1925.1,1927.4,1924.0,1927.0,3307
2025-10-27 12:35:00+05:30,1928.1,1928.5,1925.0,1925.0,3647
2025-10-27 12:40:00+05:30,1925.0,1927.5,1923.5,1925.9,4962
2025-10-27 12:45:00+05:30,1926.3,1926.7,1924.0,1924.2,4365
2025-10-27 12:50:00+05:30,1924.5,1926.2,1924.2,1924.8,3273
2025-10-27 12:55:00+05:30,1924.9,1925.9,1924.2,1924.2,2539
2025-10-27 13:00:00+05:30,1924.3,1925.3,1923.2,1923.3,2838
2025-10-27 13:05:00+05:30,1923.2,1924.4,1918.5,1919.5,14425
2025-10-27 13:10:00+05:30,1919.7,1925.9,1919.4,1925.8,2405
2025-10-27 13:15:00+05:30,1924.4,1924.7,1920.2,1921.9,2511
2025-10-27 13:20:00+05:30,1922.3,1924.2,1922.2,1922.7,4179
2025-10-27 13:25:00+05:30,1923.7,1924.6,1922.9,1923.1,1605
2025-10-27 13:30:00+05:30,1923.7,1924.5,1922.5,1923.8,2836
2025-10-27 13:35:00+05:30,1923.2,1923.6,1922.0,1923.2,2804
